username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;replyTo
martinestweets;2017-10-26 19:04;0;1;"J'aimerais savoir pourquoi j'ai une chanson de Wilfred Lebouthiller dans la tête. Elle est arrivée là comment?";;;;"923626321158303750";https://twitter.com/martinestweets/status/923626321158303750;
martinestweets;2017-10-24 15:53;0;0;"J'aimerais ça qu'Olive puisse me dire si on de l'électricité à la maison.";;;;"922853632307056640";https://twitter.com/martinestweets/status/922853632307056640;
martinestweets;2017-10-24 12:56;0;0;"@client_hydro chaque fois quil pleut un peu il manque délectricité coin St-Joseph/Papineau. Est-ce que ce prob récurrent est sur votre mire?";;@client_hydro;;"922809037980303360";https://twitter.com/martinestweets/status/922809037980303360;
martinestweets;2017-10-23 02:01;0;4;"I'll never understand Louis' choices. Letting go of Benji and not picking Leon was messed up. #xfactor";;;#xfactor;"922281824008704000";https://twitter.com/martinestweets/status/922281824008704000;
martinestweets;2017-09-08 00:32;0;1;"Il n'y a pas grand chose qui me fait plus sourire que de croiser le regard des monsieurs qui vont au salon de massage érotique sur ma rue.";;;;"905952027083235328";https://twitter.com/martinestweets/status/905952027083235328;
martinestweets;2017-08-17 18:08;0;0;"I miss my cat.";;;;"898245141647036416";https://twitter.com/martinestweets/status/898245141647036416;
SofyM;2017-08-14 16:23;0;0;"J'aime bien le nouveau branding!";;;;"897131689901772801";https://twitter.com/SofyM/status/897131689901772801;martinestweets
martinestweets;2017-08-14 15:36;0;1;"Dès lundi! Nouvelle programmation! https:// twitter.com/BellMediaPR/st atus/897118904971137026 …";;;;"897119850803462144";https://twitter.com/martinestweets/status/897119850803462144;
martinestweets;2017-08-09 13:07;0;0;"Un accident d'autobus pour bien commencer le matin!";;;;"895270387537367040";https://twitter.com/martinestweets/status/895270387537367040;
ALDO_Help;2017-06-14 18:24;0;0;"Great news! Your order is ready for pick up at the store! Plz visit the store at your earliest convenience :) -VB";;;;"875056410056421377";https://twitter.com/ALDO_Help/status/875056410056421377;martinestweets
martinestweets;2017-06-14 17:33;0;0;"@Aldo_Help Hi! Still haven't received my order Y111106404. When is it supposed to arrive? Already 2 days late.";;@Aldo_Help;;"875043502417207298";https://twitter.com/martinestweets/status/875043502417207298;
martinestweets;2017-06-13 03:27;0;2;"Binge watcher #planb_laserie en une soirée. Ayoye cette série! Je fais comment pour dormir maintenant?";;;#planb_laserie;"874468201828167680";https://twitter.com/martinestweets/status/874468201828167680;
SuzieVeilleux;2017-06-08 17:29;0;0;"Ça pis il lui manque une couple d'années. Mais y'est tu cuuuuuute!!";;;;"872868119949213697";https://twitter.com/SuzieVeilleux/status/872868119949213697;martinestweets
martinestweets;2017-06-08 17:18;0;0;"Il n'est pas assez bucheron pour toi Suzie.";;;;"872865438023241729";https://twitter.com/martinestweets/status/872865438023241729;SuzieVeilleux
martinestweets;2017-06-02 13:07;0;0;"Bell Media, ils sont où les beignes gratuits pour la journée nationale du beigne comme l'an passé? HAN? #Injustice #Grève";;;#Injustice #Gr;"870627811010150400";https://twitter.com/martinestweets/status/870627811010150400;
martinestweets;2017-05-19 07:03;1;4;"Plus je lis sur la mort de Chris Cornell, plus j'ai de la peine. Prendre des photos avec ses fans 30 mins avant, seigneur...";;;;"865462839128936448";https://twitter.com/martinestweets/status/865462839128936448;
martinestweets;2017-05-02 13:04;0;0;"Fais attention à ta hanche!";;;;"859393134320640000";https://twitter.com/martinestweets/status/859393134320640000;DanyLavoie
martinestweets;2017-04-28 15:41;0;0;"I NEED a new cat named Pickle. Olive and Pickle. I NEED IT!";;;;"857983216342511616";https://twitter.com/martinestweets/status/857983216342511616;
vanecoops;2017-04-27 15:14;0;0;"Ahahahahahah omg I would be going nuts!!!";;;;"857613937831014400";https://twitter.com/vanecoops/status/857613937831014400;martinestweets
